"active","birthDate","birthLocation","club","districtName","districtNum","educationLevel","email","firstLastName","firstName","id","lastFirstName","lastName","numberOfVotes","profession","secondName","voivodeship","inactiveCause","waiverDesc"
TRUE,"1983-10-16","Giżycko","KO","Olsztyn",35,"wyższe","Maciej.Wrobel@sejm.pl","Maciej Wróbel","Maciej",439,"Wróbel Maciej","Wróbel",9837,"dziennikarz","Stanisław","warmińsko-mazurskie",NA,NA
TRUE,"1975-03-13","Poznań","PiS","Poznań",39,"wyższe","Bartlomiej.Wroblewski@sejm.pl","Bartłomiej Wróblewski","Bartłomiej",440,"Wróblewski Bartłomiej","Wróblewski",28860,"nauczyciel akademicki","Piotr","wielkopolskie",NA,NA
TRUE,"1964-09-25","Warszawa","Polska2050-TD","Warszawa",20,"wyższe","Pawel.Zalewski@sejm.pl","Paweł Zalewski","Paweł",441,"Zalewski Paweł","Zalewski",35395,"konsultant","Ksawery","mazowieckie",NA,NA
TRUE,"1979-12-04","Aalborg, Dania","Lewica","Warszawa",19,"wyższe","Adrian.Zandberg@sejm.pl","Adrian Zandberg","Adrian",442,"Zandberg Adrian","Zandberg",64435,"programista","Tadeusz","mazowieckie",NA,NA
TRUE,"1966-11-06","Wałbrzych","Konfederacja","Krosno",22,"wyższe","Andrzej.Zapalowski@sejm.pl","Andrzej Tomasz Zapałowski","Andrzej",443,"Zapałowski Andrzej Tomasz","Zapałowski",14475,"nauczyciel akademicki","Tomasz","podkarpackie",NA,NA
TRUE,"1978-03-02","Poznań","KO","Poznań",39,"wyższe","Bartosz.Zawieja@sejm.pl","Bartosz Zawieja","Bartosz",444,"Zawieja Bartosz","Zawieja",9103,"urzędnik samorządowy","Józef","wielkopolskie",NA,NA
TRUE,"1989-05-03","Katowice","Lewica","Opole",21,"wyższe","Marcelina.Zawisza@sejm.pl","Marcelina Zawisza","Marcelina",445,"Zawisza Marcelina","Zawisza",19388,"polityk","Monika","opolskie",NA,NA
TRUE,"1963-06-09","Krasnobród","PiS","Chełm",7,"wyższe","Slawomir.Zawislak@sejm.pl","Sławomir Zawiślak","Sławomir",446,"Zawiślak Sławomir","Zawiślak",10936,"parlamentarzysta",NA,"lubelskie",NA,NA
TRUE,"1957-05-18","Kłodzko","KO","Wrocław",3,"wyższe","Bogdan.Zdrojewski@sejm.pl","Bogdan Andrzej Zdrojewski","Bogdan",447,"Zdrojewski Bogdan Andrzej","Zdrojewski",85099,"filozof, polityk, kulturoznawca","Andrzej","dolnośląskie",NA,NA
TRUE,"1980-12-28","Opole","KO","Opole",21,"wyższe","Witold.Zembaczynski@sejm.pl","Witold Zembaczyński","Witold",448,"Zembaczyński Witold","Zembaczyński",23647,"politolog","Maciej","opolskie",NA,NA
TRUE,"1963-09-17","Płock","PSL-TD","Płock",16,"wyższe","Piotr.Zgorzelski@sejm.pl","Piotr Zgorzelski","Piotr",449,"Zgorzelski Piotr","Zgorzelski",32011,"urzędnik samorządowy",NA,"mazowieckie",NA,NA
TRUE,"1958-11-28","Morąg","PSL-TD","Elbląg",34,"wyższe","Zbigniew.Ziejewski@sejm.pl","Zbigniew Ziejewski","Zbigniew",450,"Ziejewski Zbigniew","Ziejewski",12695,"inżynier rolnik",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1977-10-03","Warszawa","KO","Warszawa",19,"wyższe","Urszula.Zielinska@sejm.pl","Urszula Sara Zielińska","Urszula",451,"Zielińska Urszula Sara","Zielińska",16470,"menedżer marketingu","Sara","mazowieckie",NA,NA
TRUE,"1960-09-20","Szwajcaria","PiS","Białystok",24,"wyższe","Jaroslaw.Zielinski@sejm.pl","Jarosław Zieliński","Jarosław",452,"Zieliński Jarosław","Zieliński",20812,"nauczyciel, parlamentarzysta",NA,"podlaskie",NA,NA
TRUE,"1967-07-20","Józefów","PiS","Chełm",7,"wyższe","Tomasz.Zielinski@sejm.pl","Tomasz Zieliński","Tomasz",453,"Zieliński Tomasz","Zieliński",13469,"historyk","Andrzej","lubelskie",NA,NA
TRUE,"1975-10-13","Sieradz","PSL-TD","Sieradz",11,"wyższe","Jolanta.Zieba-Gzik@sejm.pl","Jolanta Zięba-Gzik","Jolanta",454,"Zięba-Gzik Jolanta","Zięba-Gzik",10474,"specjalista ds. zarządzania",NA,"łódzkie",NA,NA
TRUE,"1957-10-30","Łódź","Polska2050-TD","Wrocław",3,"wyższe","Tomasz.Zimoch@sejm.pl","Tomasz Zimoch","Tomasz",455,"Zimoch Tomasz","Zimoch",34187,"dziennikarz, prawnik","Franciszek","dolnośląskie",NA,NA
TRUE,"1970-08-18","Kraków","PiS","Rzeszów",23,"wyższe","Zbigniew.Ziobro@sejm.pl","Zbigniew Ziobro","Zbigniew",456,"Ziobro Zbigniew","Ziobro",74592,"prawnik","Tadeusz","podkarpackie",NA,NA
TRUE,"1979-11-12","Wrocław","PiS","Legnica",1,"wyższe","Wojciech.Zubowski@sejm.pl","Wojciech Michał Zubowski","Wojciech",457,"Zubowski Wojciech Michał","Zubowski",8527,"parlamentarzysta","Michał","dolnośląskie",NA,NA
TRUE,"1969-08-05","Świebodzice","PiS","Wałbrzych",2,"wyższe","Ireneusz.Zyska@sejm.pl","Ireneusz Zyska","Ireneusz",458,"Zyska Ireneusz","Zyska",11817,"menedżer, radca prawny, parlamentarzysta",NA,"dolnośląskie",NA,NA
TRUE,"1970-08-23","Chełm","PSL-TD","Warszawa",20,"wyższe","Bozena.Zelazowska@sejm.pl","Bożena Żelazowska","Bożena",459,"Żelazowska Bożena","Żelazowska",17416,"politolog","Jadwiga","mazowieckie",NA,NA
TRUE,"1983-06-11","Warszawa","Lewica","Warszawa",19,"wyższe","Anna.Zukowska@sejm.pl","Anna Maria Żukowska","Anna",460,"Żukowska Anna Maria","Żukowska",38426,"prawnik","Maria","mazowieckie",NA,NA
TRUE,"1973-06-03","Kraśnik","PiS","Lublin",6,"wyższe","Anna.Baluch@sejm.pl","Anna Baluch","Anna",461,"Baluch Anna","Baluch",7686,"urzędnik samorządowy",NA,"lubelskie",NA,NA
TRUE,"1984-08-30","Inowrocław","KO","Bydgoszcz",4,"wyższe","Magdalena.Losko@sejm.pl","Magdalena Łośko","Magdalena",462,"Łośko Magdalena","Łośko",4864,"pedagog",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1983-06-15","Ryki","niez.","Chełm",7,"wyższe","Monika.Pawlowska@sejm.pl","Monika Pawłowska","Monika",463,"Pawłowska Monika","Pawłowska",10789,"specjalista do spraw stosunków międzynarodowych","Jolanta","lubelskie",NA,NA
